city_id;city;place;distance;distancefromcitycenter;description
1014;Mumbai;" Marve Beach ";3.0;" 16 km  from city center ";" Away from the industrial pollution and the chaotic city life, Marve Beach is situated in Malad, in the western suburbs of Mumbai. Due to the strong tides and currents, it is generally not recommended to swim in the sea waters or even to step aside post evening hours.  "
1015;Mumbai;" Versova Beach ";3.0;" 8 km  from city center ";" A continuation of Juhu Beach towards the Andheri suburbs, Versova Beach is comparatively less crowded and only separated by a creek from the former beach. Versova is essentially a fishing village inhabited by Kolis (fisherfolks) situated in the vicinity of the beach, and is a hotbed for fish trade.  "
1016;Mumbai;" Dadar Chowpatty Beach ";3.0;" 7 km  from city center ";" As the name suggests, Dadar Chowpatty Beach is situated in the Dadar suburbs of Mumbai. Majorly popular for the giant view of the Bandra Worli Sea Link bridge, this beach is customarily used for jogging and watching beautiful sunsets. "
1017;Mumbai;" Aksa Beach ";3.0;" 14 km  from city center ";" Located a little on the outskirts of the city in Malad, Aksa Beach is an unparalleled oasis for a rejuvenating retreat from the hustle bustle of the city traffic. The mesmerising coastline is one of the longest in the city and offers an extremely vivid and surreal panorama of the merging horizon ahead.  "
1018;Mumbai;" Kalamb Beach ";3.0;" 38 km  from city center ";" Located in Nalasopara in Thane district of Maharashtra, is the really long and secluded Kalamb Beach. A paradise away from the din of the city, the beach is beautiful owing to its tranquility, serenity and an altogether mesmerising panorama. "
1019;Mumbai;" Spend your evening at Worli Sea Face ";3.0;" 10 km  from city center ";" The exuberant promenade with lashing waves and gushing waters of the Arabian Sea, situated in Worli, Mumbai is popularly called Worli Sea Face. Home to the rich and affluent residential colonies, the posh locale is also a major business district.  "
1020;Mumbai;" Uran ";3.0;" 23 km  from city center ";" Situated at the end of Navi Mumbai, Uran lies in the Konkan division between Panvel and Karjat. Primarily a tiny fishing and agriculture village, Uran has several beaches to its attribute- the most popular of which are Pirvad, Mankeshwar and ONGC. Surrounded by water bodies on three sides, the village is just attached to the land from the side of Raigarh district. Pirvad is the most frequented beach, with plenty of tourists visiting it every day, Mankeshwar is considered to be a religious beach owing to the grand temple of Lord Shiva situated at the seaside itself. Whereas ONGC is popular for housing the gas plant at the beach. "
1021;Mumbai;" Hangout with friends at Bandstand ";3.0;" 5 km  from city center ";" Bandstand or Bandstand Promenade is the immaculate promenade in the queen suburbs of Bandra in Mumbai. Also known as Bandra Bandstand, it boasts of a joggers’ strip and a park in addition to being a happening hangout spot.  "
1022;Mumbai;" Explore Cafes at Carter Road ";3.0;" 6 km  from city center ";" Situated next to Bandstand Promenade just next to Bandra, Carter Road is one of the most happening and popular hangout places among the Mumbaikars. The locale is a haven for foodies owing to its bazillion food options from the umpteen eateries situated on the sidewalk. "
1042;Kolkata;" Marvel at the Victoria Memorial ";4.5;" 4 km  from city center ";" The Victoria Memorial is a large marble building, which is considered to be the pride of Kolkata. Built between 1906 and 1921, it is dedicated to the memory of Queen Victoria. Now, it is a museum and a popular tourist spot under the Ministry of Culture.  "
1043;Kolkata;" Fort William ";4.4;" 3 km  from city center ";" Fort William is a fort built in Kolkata on the eastern banks of the River Hooghly, the major distributary of Ganges. The magnificent structure is spread over 70.9 acres and is embellished with hundreds of arched windows that overlook lush green gardens. Meticulous stonework adorns the surface of the building. "
1044;Kolkata;" Belur Math ";4.4;" 7 km  from city center ";" Belur Mutt is the headquarters of the Ramakrishna Math and Mission, founded by Swami Vivekananda. Situated on the west bank of Hooghly River, the temple is prominent for its architecture that embraces Hindu, Christian and Islamic styles and stands as an icon of unity of all religions. "
1045;Kolkata;" Evening Walk along the Howrah Bridge ";4.4;" 2 km  from city center ";" Located over the Hooghly river in West Bengal, Howrah Bridge or the Rabindra Setu is the main connection between Howrah and Kolkata.  It is a cantilever bridge and is regarded as one of the busiest ones among them.  "
1046;Kolkata;" Birla Planetarium ";4.4;" 3 km  from city center ";" The Birla Planetarium in Kolkata, is the largest planetarium in Asia and the second largest planetarium in the world. It is a single-storeyed circular structure designed in the typical Indian style whose architecture is designed on the Buddhist Stupa at Sanchi.  "
1047;Kolkata;" Indian Museum ";4.4;" 2 km  from city center ";" The Indian Museum is one of the oldest museums of the world boasting some of the most exquisite collections of ornaments, fossils, skeletons, antiques, armors, mummies and stunning Mughal paintings.  "
1048;Kolkata;" Marble Palace Mansion ";3.7;" 2 km  from city center ";" The Marble palace near the Chorbagan in North Kolkata built in 1835 by Rajendra Mallick is famed for its art collection of masterpieces by Reuben and paintings by various renowned international artists such as Reynolds, Van Gogh and Rembrandt. "
1049;Kolkata;" Mother House ";3.7;" 3 km  from city center ";" This is the place where the Tomb of Mother Teresa is present. It is maintained by her missionaries and followers who have continued to promote her legacy. "
1050;Kolkata;" Take a tour of Science city ";3.8;" 5 km  from city center ";" One of its kind in India, the Science city was inaugurated on 1st July 1997. It is a major attraction for the residents of Kolkata as well as for the people visiting Kolkata. It is one of the finest and the largest science museums in the world and provides a fun way of learning science.  "
1051;Kolkata;" St";3.8;" 4 km  from city center ";" Said to be the first cathedral built in the overseas territory of the British Empire, St. Paul's Cathedral is a Anglican cathedral located in Kolkata. Also said to be the seat of the Diocese of Calcutta, it is a very fine example of Indo-Gothic style of architecture. "
1052;Kolkata;" Relax on the Tajpur Beach ";3.5;" 127 km  from city center ";" Tucked between Mandarmani and Shankarpur, Tajpur is a small town set on the Bay of Bengal's tranquil shore, just 170 kms from Kolkata. Considered to be a serene secret of West Bengal, the virgin beach is hidden away from view and is still untouched by commercialization and tourism. The highlight of the pristine beach are the hundreds of red crabs that are found on the shores, which also give a perfect crimson colour to the beach.  "
1053;Kolkata;" Birla Mandir ";3.9;" 4 km  from city center ";" The glowing structure that adorns the streets of Kolkata is the popular Hindu Temple, Birla Temple. Dedicated to Lord Krishna and Radha, the temple is perfect specimen of craftsmanship.  "
1054;Kolkata;" Catch a Match at the Eden Gardens ";3.8;" 3 km  from city center ";" Popular as the largest cricket stadium in the India and the second largest in the world, the Eden Gardens can seat 66,000 spectators. It is set amidst an adjoining garden where Eden- related to the one-time Governor of Aukland and her sister would stroll during the evenings.  "
1055;Kolkata;" Catch the Shows at Jorasanko Thakur Bari ";3.3;" 1 km  from city center ";" Currently located on the Rabindra Bharati University campus in Jorasank, Jorasanko Thakur Bari is the house in which the first non-European Nobel laureate and poet, Rabindranath Tagore was born. "
1056;Kolkata;" Take a Toure of Birla Industrial & Technological Museum ";3.9;" 4 km  from city center ";" Being the first scientific and industrial museum in India, Birla Industrial and Technological Museum (BITM) is one of the prime attractions of Kolkata. It is famous for its galleries and 3D shows. "
1057;Kolkata;" Rabindra Sarovar ";3.3;" 7 km  from city center ";" The erstwhile Dhakuri lake is an artificial tank spread over 75 acres and is home to various migratory birds from Siberia and Russia. The lake is surrounded by gardens, children's park an auditorium, making it a popular recreational spot perfect for idyllic picnics making it one of the unique places to visit in Kolkata. "
1058;Kolkata;" Kalighat Temple ";3.4;" 6 km  from city center ";" Kalighat Temple, one of the 51 Shakti Sthals of India, is one of the most visited Kali temples in India. The spot is where the toes of Sati's right foot fell during Shiva's Rudra Taandav naach. "
1059;Kolkata;" Shobhabajar Rajbari ";3.1;" 3 km  from city center ";" The Shobhabazar Rajbari is one of the grandest Bengali style houses ever built. It was build by the Royal family of Shobhabazar in Kolkata, and the grandeur is only palpable to the eye. "
1060;Kolkata;" Get close to Nature in the Botanical Gardens ";3.3;" 45 km  from city center ";" The Botanical Gardens of Calcutta were founded by Robert Kyd in 1787. Protected by the Botanical Survey of India, it stretches over 109 hectares. A Banyan tree in the garden, of more than 330 m circumference, known as The Great Banyan, is the largest tree in the world. The Botanic Gardens of Kolkata were later renamed Acharya Jagadish Chandra Indian Botanic Garden. "
1061;Kolkata;" Nakhoda Mosque ";3.3;" 1 km  from city center ";" Placed in the Chitpur area in the Burrabazar business district, Nakhoda mosque is one of the busiest Mosques of Kolkata and dates back almost a century. The prayer hall has a seating capacity of 10000, and the domes and minarets have been constructed in keeping with the Fatehpur Sikri style of architecture. "
